2013,1,1,0,0,0,273.99
2013,1,1,1,0,0,279.22
2013,1,1,2,0,0,287.52
2013,1,1,3,0,0,298.32
2013,1,1,4,0,0,310.89
2013,1,1,5,0,0,324.38
2013,1,1,6,0,0,337.87
2013,1,1,7,0,0,350.45
2013,1,1,8,0,0,361.25
2013,1,1,9,0,0,369.55
2013,1,1,10,0,0,374.77
2013,1,1,11,0,0,376.58
2013,1,1,12,0,0,374.84
2013,1,1,13,0,0,369.68
2013,1,1,14,0,0,361.44
2013,1,1,15,0,0,350.71
2013,1,1,16,0,0,338.2
2013,1,1,17,0,0,324.77
2013,1,1,18,0,0,311.34
2013,1,1,19,0,0,298.84
2013,1,1,20,0,0,288.1
2013,1,1,21,0,0,279.87
2013,1,1,22,0,0,274.7
2013,1,1,23,0,0,272.96
2013,1,2,0,0,0,274.77
2013,1,2,1,0,0,279.99
2013,1,2,2,0,0,288.29
2013,1,2,3,0,0,299.09
2013,1,2,4,0,0,311.66
2013,1,2,5,0,0,325.15
2013,1,2,6,0,0,338.64
2013,1,2,7,0,0,351.22
2013,1,2,8,0,0,362.02
2013,1,2,9,0,0,370.31
2013,1,2,10,0,0,375.54
2013,1,2,11,0,0,377.34
2013,1,2,12,0,0,375.6
2013,1,2,13,0,0,370.44
2013,1,2,14,0,0,362.21
2013,1,2,15,0,0,351.47
2013,1,2,16,0,0,338.96
2013,1,2,17,0,0,325.53
2013,1,2,18,0,0,312.1
2013,1,2,19,0,0,299.59
2013,1,2,20,0,0,288.85
2013,1,2,21,0,0,280.62
2013,1,2,22,0,0,275.46
2013,1,2,23,0,0,273.72
2013,1,3,0,0,0,275.52
2013,1,3,1,0,0,280.74
2013,1,3,2,0,0,289.04
2013,1,3,3,0,0,299.84
2013,1,3,4,0,0,312.41
2013,1,3,5,0,0,325.9
2013,1,3,6,0,0,339.39
2013,1,3,7,0,0,351.96
2013,1,3,8,0,0,362.76
2013,1,3,9,0,0,371.06
2013,1,3,10,0,0,376.28
2013,1,3,11,0,0,378.08
2013,1,3,12,0,0,376.34
2013,1,3,13,0,0,371.18
2013,1,3,14,0,0,362.94
2013,1,3,15,0,0,352.21
2013,1,3,16,0,0,339.69
2013,1,3,17,0,0,326.27
2013,1,3,18,0,0,312.84
2013,1,3,19,0,0,300.33
2013,1,3,20,0,0,289.59
2013,1,3,21,0,0,281.35
2013,1,3,22,0,0,276.19
2013,1,3,23,0,0,274.45
2013,1,4,0,0,0,276.25
2013,1,4,1,0,0,281.47
2013,1,4,2,0,0,289.77
2013,1,4,3,0,0,300.57
2013,1,4,4,0,0,313.14
2013,1,4,5,0,0,326.63
2013,1,4,6,0,0,340.11
2013,1,4,7,0,0,352.68
2013,1,4,8,0,0,363.48
2013,1,4,9,0,0,371.78
2013,1,4,10,0,0,377
2013,1,4,11,0,0,378.8
2013,1,4,12,0,0,377.06
2013,1,4,13,0,0,371.89
2013,1,4,14,0,0,363.66
2013,1,4,15,0,0,352.92
2013,1,4,16,0,0,340.41
2013,1,4,17,0,0,326.98
2013,1,4,18,0,0,313.55
2013,1,4,19,0,0,301.04
2013,1,4,20,0,0,290.3
2013,1,4,21,0,0,282.06
2013,1,4,22,0,0,276.9
2013,1,4,23,0,0,275.15
2013,1,5,0,0,0,276.95
2013,1,5,1,0,0,282.18
2013,1,5,2,0,0,290.47
2013,1,5,3,0,0,301.27
